workerid,trial_type,order,error,response,type,id,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
33,practice_trial,2,FALSE,0.98,filler,high_right,English,2,Male,42,No problems or bugs,Analyzing how people understand conjunctions such as whereas etc in a sentence. ,Yes,0.35,3,Windows,700,933,Firefox,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3HRMW88U17PQ4ZZ2VVRA96T41NS0M1,33,Approved,Sat May 26 05:16:35 PDT 2018,Fri May 25 12:31:00 PDT 2018,Fri May 25 12:36:35 PDT 2018,Sat May 26 05:16:55 PDT 2018,,,,,[],or_noprime_exclu,5.316933333
33,one_slider,3,NA,0.97,prime,inherit,English,2,Male,42,No problems or bugs,Analyzing how people understand conjunctions such as whereas etc in a sentence. ,Yes,0.35,3,Windows,700,933,Firefox,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3HRMW88U17PQ4ZZ2VVRA96T41NS0M1,33,Approved,Sat May 26 05:16:35 PDT 2018,Fri May 25 12:31:00 PDT 2018,Fri May 25 12:36:35 PDT 2018,Sat May 26 05:16:55 PDT 2018,,,,,[],or_noprime_exclu,5.316933333
33,one_slider,4,NA,0.99,prime,mail,English,2,Male,42,No problems or bugs,Analyzing how people understand conjunctions such as whereas etc in a sentence. ,Yes,0.35,3,Windows,700,933,Firefox,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3HRMW88U17PQ4ZZ2VVRA96T41NS0M1,33,Approved,Sat May 26 05:16:35 PDT 2018,Fri May 25 12:31:00 PDT 2018,Fri May 25 12:36:35 PDT 2018,Sat May 26 05:16:55 PDT 2018,,,,,[],or_noprime_exclu,5.316933333
33,one_slider,5,NA,1,prime,birthday,English,2,Male,42,No problems or bugs,Analyzing how people understand conjunctions such as whereas etc in a sentence. ,Yes,0.35,3,Windows,700,933,Firefox,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3HRMW88U17PQ4ZZ2VVRA96T41NS0M1,33,Approved,Sat May 26 05:16:35 PDT 2018,Fri May 25 12:31:00 PDT 2018,Fri May 25 12:36:35 PDT 2018,Sat May 26 05:16:55 PDT 2018,,,,,[],or_noprime_exclu,5.316933333
33,one_slider,6,NA,0.99,prime,dealership,English,2,Male,42,No problems or bugs,Analyzing how people understand conjunctions such as whereas etc in a sentence. ,Yes,0.35,3,Windows,700,933,Firefox,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3HRMW88U17PQ4ZZ2VVRA96T41NS0M1,33,Approved,Sat May 26 05:16:35 PDT 2018,Fri May 25 12:31:00 PDT 2018,Fri May 25 12:36:35 PDT 2018,Sat May 26 05:16:55 PDT 2018,,,,,[],or_noprime_exclu,5.316933333
33,one_slider,7,NA,0.97,crit,party,English,2,Male,42,No problems or bugs,Analyzing how people understand conjunctions such as whereas etc in a sentence. ,Yes,0.35,3,Windows,700,933,Firefox,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3HRMW88U17PQ4ZZ2VVRA96T41NS0M1,33,Approved,Sat May 26 05:16:35 PDT 2018,Fri May 25 12:31:00 PDT 2018,Fri May 25 12:36:35 PDT 2018,Sat May 26 05:16:55 PDT 2018,,,,,[],or_noprime_exclu,5.316933333
34,practice_trial,1,TRUE,0.27,filler,low_right,english,1,Male,37,no,don&quotechart know,Yes,it could be a little better,1,Windows,768,1366,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,38YMOXR4MVYHNMFV1MDER55MCSS6WZ,34,Approved,Sat May 26 05:16:42 PDT 2018,Fri May 25 12:31:11 PDT 2018,Fri May 25 12:36:42 PDT 2018,Sat May 26 05:16:55 PDT 2018,,,,,[],or_notbothprime_exclu,2.908633333
34,practice_trial,2,TRUE,0.83,filler,high_right,english,1,Male,37,no,don&quotechart know,Yes,it could be a little better,1,Windows,768,1366,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,38YMOXR4MVYHNMFV1MDER55MCSS6WZ,34,Approved,Sat May 26 05:16:42 PDT 2018,Fri May 25 12:31:11 PDT 2018,Fri May 25 12:36:42 PDT 2018,Sat May 26 05:16:55 PDT 2018,,,,,[],or_notbothprime_exclu,2.908633333
34,one_slider,3,NA,0.88,prime,inherit,english,1,Male,37,no,don&quotechart know,Yes,it could be a little better,1,Windows,768,1366,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,38YMOXR4MVYHNMFV1MDER55MCSS6WZ,34,Approved,Sat May 26 05:16:42 PDT 2018,Fri May 25 12:31:11 PDT 2018,Fri May 25 12:36:42 PDT 2018,Sat May 26 05:16:55 PDT 2018,,,,,[],or_notbothprime_exclu,2.908633333
34,one_slider,4,NA,0.88,prime,birthday,english,1,Male,37,no,don&quotechart know,Yes,it could be a little better,1,Windows,768,1366,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,38YMOXR4MVYHNMFV1MDER55MCSS6WZ,34,Approved,Sat May 26 05:16:42 PDT 2018,Fri May 25 12:31:11 PDT 2018,Fri May 25 12:36:42 PDT 2018,Sat May 26 05:16:55 PDT 2018,,,,,[],or_notbothprime_exclu,2.908633333
34,one_slider,5,NA,0.87,prime,mail,english,1,Male,37,no,don&quotechart know,Yes,it could be a little better,1,Windows,768,1366,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,38YMOXR4MVYHNMFV1MDER55MCSS6WZ,34,Approved,Sat May 26 05:16:42 PDT 2018,Fri May 25 12:31:11 PDT 2018,Fri May 25 12:36:42 PDT 2018,Sat May 26 05:16:55 PDT 2018,,,,,[],or_notbothprime_exclu,2.908633333
34,one_slider,6,NA,0.92,prime,dealership,english,1,Male,37,no,don&quotechart know,Yes,it could be a little better,1,Windows,768,1366,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,38YMOXR4MVYHNMFV1MDER55MCSS6WZ,34,Approved,Sat May 26 05:16:42 PDT 2018,Fri May 25 12:31:11 PDT 2018,Fri May 25 12:36:42 PDT 2018,Sat May 26 05:16:55 PDT 2018,,,,,[],or_notbothprime_exclu,2.908633333
34,one_slider,7,NA,0.88,crit,party,english,1,Male,37,no,don&quotechart know,Yes,it could be a little better,1,Windows,768,1366,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,38YMOXR4MVYHNMFV1MDER55MCSS6WZ,34,Approved,Sat May 26 05:16:42 PDT 2018,Fri May 25 12:31:11 PDT 2018,Fri May 25 12:36:42 PDT 2018,Sat May 26 05:16:55 PDT 2018,,,,,[],or_notbothprime_exclu,2.908633333
35,practice_trial,1,FALSE,0,filler,low_right,English,2,Male,41,no,I don&quotechart know.,Yes,0.2,3,Windows,1080,1920,Firefox,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,38F71OA9GUVH13ESYDAVCDG87PHMFR,35,Approved,Sat May 26 05:17:13 PDT 2018,Fri May 25 12:32:41 PDT 2018,Fri May 25 12:37:13 PDT 2018,Sat May 26 05:17:55 PDT 2018,,,,,[],or_noprime_orthog_firstconj,4.395383333
35,practice_trial,2,FALSE,1,filler,high_right,English,2,Male,41,no,I don&quotechart know.,Yes,0.2,3,Windows,1080,1920,Firefox,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,38F71OA9GUVH13ESYDAVCDG87PHMFR,35,Approved,Sat May 26 05:17:13 PDT 2018,Fri May 25 12:32:41 PDT 2018,Fri May 25 12:37:13 PDT 2018,Sat May 26 05:17:55 PDT 2018,,,,,[],or_noprime_orthog_firstconj,4.395383333
35,one_slider,3,NA,1,prime,dealership,English,2,Male,41,no,I don&quotechart know.,Yes,0.2,3,Windows,1080,1920,Firefox,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,38F71OA9GUVH13ESYDAVCDG87PHMFR,35,Approved,Sat May 26 05:17:13 PDT 2018,Fri May 25 12:32:41 PDT 2018,Fri May 25 12:37:13 PDT 2018,Sat May 26 05:17:55 PDT 2018,,,,,[],or_noprime_orthog_firstconj,4.395383333
35,one_slider,4,NA,0.9,prime,birthday,English,2,Male,41,no,I don&quotechart know.,Yes,0.2,3,Windows,1080,1920,Firefox,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,38F71OA9GUVH13ESYDAVCDG87PHMFR,35,Approved,Sat May 26 05:17:13 PDT 2018,Fri May 25 12:32:41 PDT 2018,Fri May 25 12:37:13 PDT 2018,Sat May 26 05:17:55 PDT 2018,,,,,[],or_noprime_orthog_firstconj,4.395383333
35,one_slider,5,NA,0.21,prime,mail,English,2,Male,41,no,I don&quotechart know.,Yes,0.2,3,Windows,1080,1920,Firefox,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,38F71OA9GUVH13ESYDAVCDG87PHMFR,35,Approved,Sat May 26 05:17:13 PDT 2018,Fri May 25 12:32:41 PDT 2018,Fri May 25 12:37:13 PDT 2018,Sat May 26 05:17:55 PDT 2018,,,,,[],or_noprime_orthog_firstconj,4.395383333
35,one_slider,6,NA,0.05,prime,inherit,English,2,Male,41,no,I don&quotechart know.,Yes,0.2,3,Windows,1080,1920,Firefox,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,38F71OA9GUVH13ESYDAVCDG87PHMFR,35,Approved,Sat May 26 05:17:13 PDT 2018,Fri May 25 12:32:41 PDT 2018,Fri May 25 12:37:13 PDT 2018,Sat May 26 05:17:55 PDT 2018,,,,,[],or_noprime_orthog_firstconj,4.395383333
35,one_slider,7,NA,0.66,crit,party,English,2,Male,41,no,I don&quotechart know.,Yes,0.2,3,Windows,1080,1920,Firefox,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,38F71OA9GUVH13ESYDAVCDG87PHMFR,35,Approved,Sat May 26 05:17:13 PDT 2018,Fri May 25 12:32:41 PDT 2018,Fri May 25 12:37:13 PDT 2018,Sat May 26 05:17:55 PDT 2018,,,,,[],or_noprime_orthog_firstconj,4.395383333
36,practice_trial,1,FALSE,0.02,filler,low_right,English,1,Female,55,I thought that some word was going to be italicized.,Words with intent.,Confused,20,3,Mac,800,1280,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3T3IWE1XG7MI5NULLQM1AQFE8ZJQTN,36,Approved,Sat May 26 05:17:54 PDT 2018,Fri May 25 12:28:22 PDT 2018,Fri May 25 12:37:54 PDT 2018,Sat May 26 05:17:55 PDT 2018,,,,,[],or_noprime_exclu,3.1314
36,practice_trial,2,FALSE,0.77,filler,high_right,English,1,Female,55,I thought that some word was going to be italicized.,Words with intent.,Confused,20,3,Mac,800,1280,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3T3IWE1XG7MI5NULLQM1AQFE8ZJQTN,36,Approved,Sat May 26 05:17:54 PDT 2018,Fri May 25 12:28:22 PDT 2018,Fri May 25 12:37:54 PDT 2018,Sat May 26 05:17:55 PDT 2018,,,,,[],or_noprime_exclu,3.1314
36,one_slider,3,NA,0.98,prime,birthday,English,1,Female,55,I thought that some word was going to be italicized.,Words with intent.,Confused,20,3,Mac,800,1280,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3T3IWE1XG7MI5NULLQM1AQFE8ZJQTN,36,Approved,Sat May 26 05:17:54 PDT 2018,Fri May 25 12:28:22 PDT 2018,Fri May 25 12:37:54 PDT 2018,Sat May 26 05:17:55 PDT 2018,,,,,[],or_noprime_exclu,3.1314
36,one_slider,4,NA,0.99,prime,dealership,English,1,Female,55,I thought that some word was going to be italicized.,Words with intent.,Confused,20,3,Mac,800,1280,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3T3IWE1XG7MI5NULLQM1AQFE8ZJQTN,36,Approved,Sat May 26 05:17:54 PDT 2018,Fri May 25 12:28:22 PDT 2018,Fri May 25 12:37:54 PDT 2018,Sat May 26 05:17:55 PDT 2018,,,,,[],or_noprime_exclu,3.1314
36,one_slider,5,NA,0.99,prime,inherit,English,1,Female,55,I thought that some word was going to be italicized.,Words with intent.,Confused,20,3,Mac,800,1280,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3T3IWE1XG7MI5NULLQM1AQFE8ZJQTN,36,Approved,Sat May 26 05:17:54 PDT 2018,Fri May 25 12:28:22 PDT 2018,Fri May 25 12:37:54 PDT 2018,Sat May 26 05:17:55 PDT 2018,,,,,[],or_noprime_exclu,3.1314
36,one_slider,6,NA,0.47,prime,mail,English,1,Female,55,I thought that some word was going to be italicized.,Words with intent.,Confused,20,3,Mac,800,1280,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3T3IWE1XG7MI5NULLQM1AQFE8ZJQTN,36,Approved,Sat May 26 05:17:54 PDT 2018,Fri May 25 12:28:22 PDT 2018,Fri May 25 12:37:54 PDT 2018,Sat May 26 05:17:55 PDT 2018,,,,,[],or_noprime_exclu,3.1314
36,one_slider,7,NA,0.98,crit,party,English,1,Female,55,I thought that some word was going to be italicized.,Words with intent.,Confused,20,3,Mac,800,1280,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3T3IWE1XG7MI5NULLQM1AQFE8ZJQTN,36,Approved,Sat May 26 05:17:54 PDT 2018,Fri May 25 12:28:22 PDT 2018,Fri May 25 12:37:54 PDT 2018,Sat May 26 05:17:55 PDT 2018,,,,,[],or_noprime_exclu,3.1314
37,practice_trial,1,FALSE,0.15,filler,low_right,English ,2,Female,30,,How we would interpret a sentence,Yes,0.5,2,iPhone/iPod,667,375,Safari,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3LQ8PUHQFMRFJGF78O03N5L46VEHI8,37,Approved,Sat May 26 05:18:26 PDT 2018,Fri May 25 12:36:54 PDT 2018,Fri May 25 12:38:26 PDT 2018,Sat May 26 05:18:55 PDT 2018,,,,,[],or_noprime_oneshot,1.391083333
37,practice_trial,2,FALSE,0.91,filler,high_right,English ,2,Female,30,,How we would interpret a sentence,Yes,0.5,2,iPhone/iPod,667,375,Safari,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3LQ8PUHQFMRFJGF78O03N5L46VEHI8,37,Approved,Sat May 26 05:18:26 PDT 2018,Fri May 25 12:36:54 PDT 2018,Fri May 25 12:38:26 PDT 2018,Sat May 26 05:18:55 PDT 2018,,,,,[],or_noprime_oneshot,1.391083333
37,one_slider,3,NA,0.16,crit,party,English ,2,Female,30,,How we would interpret a sentence,Yes,0.5,2,iPhone/iPod,667,375,Safari,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3LQ8PUHQFMRFJGF78O03N5L46VEHI8,37,Approved,Sat May 26 05:18:26 PDT 2018,Fri May 25 12:36:54 PDT 2018,Fri May 25 12:38:26 PDT 2018,Sat May 26 05:18:55 PDT 2018,,,,,[],or_noprime_oneshot,1.391083333
